ObjectId,Country/Region,ISO2,ISO3,Indicator,Technology,Energy_Type,Unit,Source,CTS_Name,CTS_Code,CTS_Full_Descriptor,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020
1,Advanced Economies,,AETMP,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,110053.796,106524.006,116718.93,124214.129,135792.431,151295.911,161158.493,169940.393,178032.558,183068.223,201307.551,208500.849,224904.936,239773.166,252341.18,264181.433,274068.035,283583.581,287858.956,293917.663,296348.479
2,Advanced Economies,,AETMP,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,18788.046,20371.893,21203.368,23002.811,24826.46,28037.973,30689.469,31758.001,33300.994,36229.935,38379.952,41776.427,43690.635,46115.653,48575.397,50782.092,53205.387,55580.629,58470.495,59285.425,59698.238
3,Advanced Economies,,AETMP,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,5564064.84,5504484.424,5688040.566,5840829.88,5916234.065,6052670.485,6067351.31,6301631.339,6223677.766,5849578.722,6214919.013,6184941.257,6192108.018,6103628.918,5966341.171,5895296.029,5862708.121,5724991.355,5780558.599,5552191.52,5239862.113
4,Advanced Economies,,AETMP,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,1241564.571,1285952.868,1351010.805,1397854.522,1423110.001,1440929.169,1455166.243,1471667.54,1494723.125,1514008.867,1541775.321,1548870.635,1549434.445,1536047.763,1543835.825,1520799.171,1507492.99,1504881.823,1519986.073,1496654.33,1487980.682
5,Advanced Economies,,AETMP,Electricity Generation,Geothermal energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,26919.1,26474.1,27225.065,27854.065,28572.826,30147.859,31192.699,32547.085,33405.587,34713.42,35972.636,37192.016,38076.418,38936.706,40294.245,40949.973,40915.479,41096.979,41910.671,41891.049,42477.806
6,Advanced Economies,,AETMP,Electricity Installed Capacity,Geothermal energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,4506.2,3941.2,4027.2,3961.1,3915.3,4161.315,4337.215,4362.015,4589.015,4811.015,5222.015,5329.915,5522.515,5625.015,5696.015,5755.765,5740.174,5700.313,5730.843,5855.423,5926.423
7,Advanced Economies,,AETMP,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,1224603.659,1117321.545,1181014.791,1136464.499,1165748.52,1188652.817,1186410.851,1166264.704,1214615.47,1210929.826,1190459.377,1243962.713,1263113.741,1264383.125,1250084.886,1229009.684,1243653.399,1271436.977,1269851.59,1242325.516,1273289.385
8,Advanced Economies,,AETMP,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,312094.71,316766.328,319756.278,320737.278,320864.184,323722.459,325239.568,327132.181,329242.646,330949.186,336996.419,338550.037,339402.583,340868.717,341434.053,346399.311,349888.024,351509.989,353415.935,354023.983,355202.669
9,Advanced Economies,,AETMP,Electricity Generation,Marine energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,539.307,516.956,526.485,523.394,501.211,508.925,483.27,488.31,480.156,479.023,507.721,556.926,955.614,917.681,991.285,1000.805,1015.892,1021.318,994.646,968.273,950.362
10,Advanced Economies,,AETMP,Electricity Installed Capacity,Marine energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,234,235.5,238.5,239.5,238.5,236.5,235.5,236.5,239.5,240.215,243.845,496.63,502.959,503.166,505.831,505.932,512.412,515.968,516.06,514.94,512.145
11,Advanced Economies,,AETMP,Electricity Generation,Nuclear,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,2211452,2239740,2248521,2199560,2293884,2319731,2325188,2248494,2247870,2215894,2246370,2045588.763,1905972.017,1920103.671,1940018.009,1922823.751,1912144.841,1892848.705,1921694.181,1932006.335,1807090.327
12,Advanced Economies,,AETMP,Electricity Installed Capacity,Nuclear,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,299534,300492,304931,304045,308177,310575,310372,309494,308638,308548,307883,309516,300957,297269,296764,294118,295711,292089,289150,282357,278655.8
13,Advanced Economies,,AETMP,Electricity Generation,Other non-renewable energy,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,51390.981,55534.941,57063.82,56288.214,55900.303,57762.783,60599.137,59458.847,60361.241,65190.258,73512.392,77612.466,78427.881,79751.1,80779.763,80685.596,90468.893,90531.2,89184.56,88262.307,85995.562
14,Advanced Economies,,AETMP,Electricity Installed Capacity,Other non-renewable energy,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,5583.25,5897.5,6459.405,7008.905,7105.105,8027.654,8584.231,8364.718,8522.353,8880.131,9164.784,9106.354,10473.716,11291.619,11830.729,11098.534,11440.4,12407.835,11917.992,12799.769,12717.864
15,Advanced Economies,,AETMP,Electricity Generation,Pumped storage,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,68425.016,70477.407,69535.363,71264.751,71060.245,70697.384,71482.955,72460.745,68066.833,62769.216,64924.824,62837.387,61047.329,58819.232,59320.117,57938.325,62327.27,66434.58,63959.613,61175.503,63420.966
16,Advanced Economies,,AETMP,Electricity Installed Capacity,Pumped storage,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,68328,64011,64761,64533,65284,66460,68106,68935,68899,69451,65743,67511.66,68185.66,68234.66,69074.66,69545.66,69676.7,69453.08,69369.58,69318.58,72561.84
17,Advanced Economies,,AETMP,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,1240.52,1583.762,1822.374,2215.61,2868.405,4096.889,5555.802,7144.214,9638.24,14023.552,25013.478,52266.816,80319.421,107441.994,140719.69,175848.094,209132.835,250317.496,285588.612,323625.812,383376.615
18,Advanced Economies,,AETMP,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,1150.2,1241.46,1510.124,2198.321,3252.934,4649.774,6061.328,8068.059,11270.641,19016.699,35199.272,63502.102,86863.062,109142.434,132304.608,160197.403,187838.721,212227.269,239993.044,277863.164,323171.455
19,Advanced Economies,,AETMP,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,23574.989,27482.566,38474.54,45979.664,60750.014,71325.837,91201.998,118359.828,148986.723,178696.234,210696.995,270428.43,308976.852,364995.04,402905.238,466800.891,506974.152,591949.595,633821.867,705859.479,802567.551
20,Advanced Economies,,AETMP,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,13064.115,18111.953,23169.171,28968.856,33582.277,41113.42,50014.08,60652.788,74823.674,94404.817,106642.399,122048.505,146326.779,158348.056,175934.745,198150.826,220120.646,242015.734,260792.441,283531.306,311232.118
21,"Afghanistan, Islamic Rep. of",AF,AFG,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,31.64,31.64,31.64,110.101,270.93,270.93,270.93,310.358,295.075,192.6,179.3,234.85,193.575,207.375,170.138,146.663,148.318,163.618,186.763,180.765,132.888
22,"Afghanistan, Islamic Rep. of",AF,AFG,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,29.725,29.725,29.725,37.033,52.013,52.013,52.013,52.013,58.111,130.111,169.311,230.911,235.911,236.661,236.661,236.661,236.661,236.661,236.661,276.661,276.661
23,"Afghanistan, Islamic Rep. of",AF,AFG,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,457.939,457.939,457.949,458.324,458.651,461.584,659.959,691.79,591.895,753.827,803.139,682.344,736.146,854.829,967.683,1000.571,1024.908,1048.703,927.652,1142.875,1052.611
24,"Afghanistan, Islamic Rep. of",AF,AFG,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,191.503,191.503,191.506,191.619,191.718,192.601,195.647,196.457,207.701,212.901,241.35,244.799,273.248,276.697,280.146,283.595,329.044,332.993,332.993,332.993,332.993
25,"Afghanistan, Islamic Rep. of",AF,AFG,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,0.004,0.18,0.212,28.374,29.644,32.319,33.32,38.491,38.032,37.209,49.703,62.659
26,"Afghanistan, Islamic Rep. of",AF,AFG,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,0.002,0.102,0.12,16.122,16.843,18.363,18.932,20.17,22.023,21.555,31.089,30.745
27,"Afghanistan, Islamic Rep. of",AF,AFG,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123
28,"Afghanistan, Islamic Rep. of",AF,AFG,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.4,0.4,0.4,0.4
29,Africa,,NA605,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,2181.695,2203.651,2269.936,2236.284,2312.085,2342.793,2334.699,2308.662,2313.349,2418.686,2559.093,2588.362,2946.13,3025.069,2937.359,2991.153,3298.873,2947.709,3292.905,3401.291,3202.94
30,Africa,,NA605,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,791.809,801.759,820.759,828.759,837.759,920.709,855.024,869.874,914.494,947.803,1011.442,1093.982,1186.752,1260.772,1361.332,1462.752,1498.807,1575.907,1686.507,1739.112,1739.612
31,Africa,,NA605,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,322458.8592,341594.5442,369038.0472,394898.4532,448721.8735,445592.1399,456162.8285,477305.9055,483382.261,493020.9399,522260.381,538562.7623,564510.9875,575884.6817,595307.3717,612047.4973,605068.8943,622478.6874,636652.9845,645285.5735,623621.2645
32,Africa,,NA605,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,73939.2698,74567.8478,74931.0578,79287.9778,81177.2598,85391.5478,90505.1168,94489.8418,98657.9158,103914.0018,107813.1908,114113.5758,119061.1818,126713.9688,130471.3258,135030.3168,145218.1604,154795.2724,169500.2904,176118.8094,179473.0818
33,Africa,,NA605,Electricity Generation,Geothermal energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,432,474.5,438,588,911.5,1019,1030,1060.5,1144,1301.145,1401.085,1496.81,1586.88,1906.045,3206.085,4481.1,4688.925,4870.655,5168.935,5383.855,5384.88
34,Africa,,NA605,Electricity Installed Capacity,Geothermal energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,65.3,65.3,65.3,65.3,135.3,135.3,135.3,135.3,135.3,170.3,205.3,205.3,212.8,212.8,373.4,626.2,660.2,680.2,691.1,691.1,870.3
35,Africa,,NA605,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,67726.121,71421.451,68667.364,72230.628,76151.294,81455.447,84153.177,81650.008,87190.211,91573.801,97127.716,98209.785,101611.782,108395.427,111068.396,109276.077,107256.49,116101.185,125365.731,131491.924,136153.099
36,Africa,,NA605,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,21025.4429,21152.6959,21346.8059,21723.0889,21555.1459,21610.5969,21600.8569,21768.7849,22110.9039,23900.2181,24709.2241,24847.566,25506.6857,26701.0457,26788.6907,27316.6357,28241.9227,31016.6887,32394.6087,33111.9257,33721.4207
37,Africa,,NA605,Electricity Generation,Nuclear,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,11291.75,11673,12495,13875.75,16254,12697.75,11658.25,11432.75,12582.25,12855.5,12275.75,13151.25,12341,13568,13872,12626.25,14328.75,14401.25,12233.25,12834,10740.25
38,Africa,,NA605,Electricity Installed Capacity,Nuclear,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940
39,Africa,,NA605,Electricity Generation,Other non-renewable energy,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
40,Africa,,NA605,Electricity Installed Capacity,Other non-renewable energy,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100
41,Africa,,NA605,Electricity Generation,Pumped storage,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,1838,1700.25,2483.5,2918.75,3510.5,3516.3,3529.5,3387.3,3267.45,3133.3,3063.25,3093.05,3180,3117.65,3446,3362.2,3606.75,4562.75,4866.641,5333.5,5283.7
42,Africa,,NA605,Electricity Installed Capacity,Pumped storage,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,1400,1400,1400,1400,1633,1864,1864,1864,1864,1864,1864,1864,1864,1864,1864,1864,2863,3196,3196,3196,3196
43,Africa,,NA605,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,15.257,18.538,21.827,25.903,31.36,36.964,47.112,62.103,81.621,113.089,218.965,666.522,1173.453,870.645,2160.735,3454.497,5305.209,7948.446,10294.875,13054.549,17036.62
44,Africa,,NA605,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,10.927,13.029,15.243,18.019,21.996,25.965,34.268,46.656,63.373,106.845,238.842,331.388,410.954,731.973,1738.12,2255.76,3413.416,5236.063121,8195.685621,9502.062621,10792.97262
45,Africa,,NA605,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,185.094,425.249,455.162,468.361,639.094,804.174,809.559,990.876,1222.534,1483.484,2012.319,2406.684,2815.491,3497.739,4475.261,5455.068,7004.274,7150.834,7844.068,9702.661,10557.416
46,Africa,,NA605,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,139.05,139.05,144.31,153.61,236.13,240.2,327.925,470.12,555.32,742.37,864.797,995.002,1127.604,1741.834,2399.398,3320.268,3826.414,4579.263,5471.553,5528.753,6484.653
47,Albania,AL,ALB,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,,,,,1.425,1.425,1.425,1.425
48,Albania,AL,ALB,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,184,175,226,107,140,70,93,72,,1,1,59,,,,,,,,,
49,Albania,AL,ALB,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,224,224,224,224,224,224,224,224,,,,,97,98,98,98,98,98,98,98,97
50,Albania,AL,ALB,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,4594,3555,3512,4885,5466,5373,5431,2788,3797,5201,7567,4132,4725,6959,4724.441,5895,7781.702,4524.979,8552.152,5183.847,5280.901
51,Albania,AL,ALB,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,1453,1453,1453,1453,1453,1453,1453,1455,1457,1459,1475,1508,1628,1781,1725,1798,1913,2047,2105,2162,2387
52,Albania,AL,ALB,Electricity Installed Capacity,Other non-renewable energy,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,,,,,1.425,1.425,1.425,1.425
53,Albania,AL,ALB,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,0.136,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.408,0.544,0.767,0.924,1.03,1.188,1.428,1.36,1.2,1.334,22.196,32.265
54,Albania,AL,ALB,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.564,0.679,0.758,0.874,1.05,1,1,1,14,21
55,Algeria,DZ,DZA,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,25358,26556,27591,29306.4,30999,32320,35008,36970,39953,38195,45560,50722,56775,59560,63988,68576,70661,75383,75880,80691,78691
56,Algeria,DZ,DZA,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,5630.01,5626.5,6062.01,6184.24,6476.24,7215.64,7656.88,8161.4,8272.27,11097.6,11229.334,11289.304,12750.12,14844.5,15703.6,16945.97,18596.5,18892,20480,23219.6,24077.6
57,Algeria,DZ,DZA,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,54,69,57.4,265.2,251.1,555.261,217.57,226.08,282.715,342,172.78,378.222,389.4,98.481,192.6,145.318,72,56,117,152,50
58,Algeria,DZ,DZA,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,276.6,276.6,276.6,276.6,276.6,276.6,249.6,249.6,230.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,228,228,228,228
59,Algeria,DZ,DZA,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,0.1,103.117,193.233,192.536,197.733,161.954,339.1,559.711,654.664,678.045,663.045
60,Algeria,DZ,DZA,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,25,25,25,25,26.1,74.1,244.1,425,448,448,448
