ObjectId,Country/Region,ISO2,ISO3,Indicator,Technology,Energy_Type,Unit,Source,CTS_Name,CTS_Code,CTS_Full_Descriptor,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020
2262,Taiwan Province of China,TW,TWN,Electricity Installed Capacity,Nuclear,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,5144,5144,5144,5144,5144,5144,5144,5144,5144,5144,5144,5144,5144,5144,5144,5144,5144,5144,4508,3872,3872
2263,Taiwan Province of China,TW,TWN,Electricity Generation,Other non-renewable energy,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,745.5,989.5,1188.5,1378.5,1500.5,1527,1528.5,1581.5,1544.5,1518,1564,1598.5,1589,1623,1662.5,1692,1698.5,1670.5,1783.5,1815,1780.5
2264,Taiwan Province of China,TW,TWN,Electricity Installed Capacity,Other non-renewable energy,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,177.35,263.8,256.205,256.205,270.905,291.881,304.731,311.231,311.231,311.231,311.231,312.216,314.566,314.566,314.566,314.566,314.566,314.566,315.965,315.965,315.965
2265,Taiwan Province of China,TW,TWN,Electricity Generation,Pumped storage,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,4310,4079,3581,3861,3346,3839,3911,3933,3467,3305,3061,2902,2937,3187,3121,3035,3294,3334,3371,3208,3159
2266,Taiwan Province of China,TW,TWN,Electricity Installed Capacity,Pumped storage,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602
2267,Taiwan Province of China,TW,TWN,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,1,1,1,2,4,9,22,62,160,321,529,850,1109,1667,2712,4014,6095
2268,Taiwan Province of China,TW,TWN,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,0.1,0.2,0.33,0.45,0.57,1.04,1.41,2.44,5.58,9.51,34.555,129.912,231.281,409.938,635.951,884.251,1245.055,1767.702,2738.119,4149.539,5817.205
2269,Taiwan Province of China,TW,TWN,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,1,12,16,24,25,91,276,440,588,787,1026,1493,1413,1640,1500,1525,1457,1722,1707,1892,2433
2270,Taiwan Province of China,TW,TWN,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,2.6,5,8.54,8.54,8.54,23.94,101.99,185.99,250.39,374.29,475.89,522.69,570.99,614.19,637.19,646.69,682.09,692.39,713.151,845.159,937.115
2271,"Tajikistan, Rep. of",TJ,TJK,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,222,176,138,173,152,123,234,780,647,387,68,80,124,88,320,350,640,1021,1348,1507.099,1507.099
2272,"Tajikistan, Rep. of",TJ,TJK,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,318,318,318,318,318,318,318,318,318,318,318,318,318,318,418,418,718,718,718,718,718
2273,"Tajikistan, Rep. of",TJ,TJK,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,14060,14200,15200,16400,16339,16967.5,16700,17114,15800,15900,16400,16200,16900,17071,16312,16900,16802.875,17312.075,18573.275,19347.975,19169.1
2274,"Tajikistan, Rep. of",TJ,TJK,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,4061,4061,4061,4061,4061,4116.2,4116.2,4116.2,4116.2,4802.58,4802.083,4809.488,4811.406,4814.445,5034.648,5033.06,5038.76,5038.76,5153.45,5273.45,5273.16
2275,"Tanzania, United Rep. of",TZ,TZA,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,44.035,47.37,53.12,58.87,56.2,64.7,68.34,63.62,68.1,72.7,79.6,119.51,119.072,125.41,130.661,137.231,138.163,143.269,145.914,155.413,151.343
2276,"Tanzania, United Rep. of",TZ,TZA,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,31.2,31.2,31.2,40.7,40.7,39.9,39.9,39.9,40.4,40.4,51.4,63.9,66.4,66.4,70.16,70.16,70.185,70.185,70.185,70.185,70.185
2277,"Tanzania, United Rep. of",TZ,TZA,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,21.056336,20.844336,21.085336,21.240336,63.707336,1437.095336,1443.808336,1416.040336,1684.037336,2067.347336,2341.812011,2453.396011,2475.876011,2889.75472,2837.25472,4230.45472,4568.05472,4590.65472,4951.504906,5161.004906,4558.204906
2278,"Tanzania, United Rep. of",TZ,TZA,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,152.38,152.38,252.38,252.38,252.38,331.52,331.52,433.52,458.99,503.99,518.782,801.282,962.872,1026.72,976.72,926.72,1076.72,1076.72,1317.676,1317.676,1317.676
2279,"Tanzania, United Rep. of",TZ,TZA,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,1835.063,1887.409,1866.621,1763.375,2030.681,1794.51,1449.809,2536.344,2673.92,2664.835,2727.668,2012.152,1794.092,1744.124,2631.265,2162.394,2426.996,2413.729,2295.053,2543.988,3223.576
2280,"Tanzania, United Rep. of",TZ,TZA,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,581.3,581.3,581.3,581.3,581.3,566.2,566.3,566.3,566.3,567.1,567.3,567.3,570.6,570.6,570.6,576.42,581.72,583.12,582.52,589.12,589.12
2281,"Tanzania, United Rep. of",TZ,TZA,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,0.056,0.544,2.094,6.61,20.127,23.018,33.146,39.527,47.441,42.356,42.356
2282,"Tanzania, United Rep. of",TZ,TZA,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,0.031,0.303,1.164,3.674,11.188,12.795,18.524,22.072,26.471,23.644,23.644
2283,"Tanzania, United Rep. of",TZ,TZA,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,,,,,,,,2.4
2284,Thailand,TH,THA,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,509,492,686,1151,1280,1530,1469,1796,2740,3085.836,3421.165,11350.683,11586.008,12721.55,13259.821,15944.442,31095.767,25518.6,28704.77,31980.148,30691.663
2285,Thailand,TH,THA,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,597.6,597.6,606.9,613.2,733.5,757.4,1044.03,1379.33,1620.54,1691.2,1760.25,1962.15,2174.75,2610.45,2796.15,3165,3322.2,3728.435,4037.09,4097.455,4222.27
2286,Thailand,TH,THA,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,89440,95623,100854,108531,118405,124867,129145,133465,137699,138159,150573,143437,157499.117,155713.633,153532.525,161544.793,149124.094,149445.814,144581.119,149841.714,151403.882
2287,Thailand,TH,THA,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,18103,19353.8,20571.5,21176.5,21655.2,22595.3,22823.92,23396.18,25372.73,25382.1,26175.7,26211.8,26978.75,26471,27752.53,28784.36,33054.81,38318,39468,40081,40981
2288,Thailand,TH,THA,Electricity Generation,Geothermal energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,2,1.5,1.44,1.61,1.26,1.45,1.72,1.84,1.3,1.41,1.64,1.2,0.87,1.25,1.43,1.35,1.39,1.55,1.49,1.25,1.1
2289,Thailand,TH,THA,Electricity Installed Capacity,Geothermal energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2290,Thailand,TH,THA,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,6026,6303,7471,7299,6040,5798,8125,8114,7113,7148,5537,8163,8640.742,5611.054,5323,3878,3651,4833,7783,6446,4539.848
2291,Thailand,TH,THA,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,2975.8,2975.8,2975.8,2975.8,2975.8,2975.8,2975.8,2975.8,2980.8,2987.8,2987.8,2999.8,3008.2,3015.2,3048.4,3078.5,3088.52,3088.68,3107.38,3107.449,3107.449
2292,Thailand,TH,THA,Electricity Generation,Other non-renewable energy,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,,26.655,275.763,46.139,59.586,118.113,182.139,
2293,Thailand,TH,THA,Electricity Installed Capacity,Other non-renewable energy,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,3.3,6.55,12.75,21.35,23.75,32.85,65.9,72.64,95.735,158.91,157.335,166.84
2294,Thailand,TH,THA,Electricity Generation,Pumped storage,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,307.2,321.2,336.4,352,718.4,834.4,953.6,1013.2,1028.8,533.6,716,492.8,532.8,513.2,494.8,476.8,476.8,476.8,476.8,476.8,476.8
2295,Thailand,TH,THA,Electricity Installed Capacity,Pumped storage,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560
2296,Thailand,TH,THA,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,36.48,38.76,38.88,44.4,58.32,94.44,498.475,1257.475,1933.475,2378,3377,4543,4537,5146,4938.667
2297,Thailand,TH,THA,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,30.41,32.25,32.35,37,48.6,78.7,381.7,828.5,1303.5,1424.6,2451.1,2702.26,2967.44,2987.62,2987.62
2298,Thailand,TH,THA,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,0.131,0.394,0.482,1,3.924,5,17.179,351.304,396,328,345,1109,1641,3670,3522.135
2299,Thailand,TH,THA,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,0.34,0.94,1.08,5.1,5.6,7.3,111.7,222.7,224.5,233.9,507.04,627.82,1102.82,1506.82,1506.82
2300,"Timor-Leste, Dem. Rep. of",TL,TLS,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,93.803,94.026,96.334,97.515,100.319,127.966,154.072,183.609,190.453,190.418,171.317,315.726,373.877,409.925,481.642,498.602,525.894,601.537,549.315
2301,"Timor-Leste, Dem. Rep. of",TL,TLS,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,20.528,20.528,36.728,39.468,39.468,41.968,46.668,46.668,46.668,46.668,46.668,164.668,193.368,328.368,328.368,328.368,345.668,345.668,345.668,345.668,345.668
2302,"Timor-Leste, Dem. Rep. of",TL,TLS,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
2303,"Timor-Leste, Dem. Rep. of",TL,TLS,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325
2304,"Timor-Leste, Dem. Rep. of",TL,TLS,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,0.006,0.012,0.019,0.025,0.095,0.158,0.222,0.708,1.197,1.223,1.253,1.265,1.743,1.741,1.741,1.741,1.722
2305,"Timor-Leste, Dem. Rep. of",TL,TLS,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,0.004,0.008,0.012,0.016,0.061,0.102,0.143,0.457,0.772,0.789,0.808,0.816,1.124,1.123,1.123,1.123,1.111
2306,Togo,TG,TGO,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,76,76,67,58,95,102,150,104.338,37.2,43,134.7,118.6,201.309,237.189,73.226,326.565,660.59,692,356.099,434.345,510.638
2307,Togo,TG,TGO,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,20,20,20,20,41.25,42.33,42.33,42.33,42.33,42.33,72.33,72.33,72.33,72.33,72.33,72.33,72.33,72.33,72.33,72.33,72.33
2308,Togo,TG,TGO,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,90,91.77,92,235.936,235.936,235.936,172,180,174,219,185,201.552,165.138,74,120,56.437,204,204,204,204,204
2309,Togo,TG,TGO,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,67.4,67.4,67.4,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6
2310,Togo,TG,TGO,Electricity Installed Capacity,Other non-renewable energy,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100
2311,Togo,TG,TGO,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,0.061,0.066,0.184,0.382,0.524,0.643,1.22,2.527,3.181,3.769,8.881,12.131,14.84
2312,Togo,TG,TGO,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,0.041,0.045,0.124,0.258,0.353,0.433,0.822,1.704,2.145,2.541,3.504,5.474,7.202
2313,Tokelau,TK,TKL,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,0.53,0.53,0.53,0.53,0.56,0.59,0.62,0.65,0.676,0.75,0.8,0.85,0.345,0.101,0.096,0.096,0.096,0.096,0.105,0.105,0.105
2314,Tokelau,TK,TKL,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144
2315,Tokelau,TK,TKL,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.549,1.077,1.12,1.12,1.12,1.226,1.226,1.226,1.226
2316,Tokelau,TK,TKL,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.951,0.951,0.951,0.951,1.041,1.041,1.041,1.041,1.041
2317,Tokelau,TK,TKL,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,,,,,,,0.015,0.015
2318,Tonga,TO,TON,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,41.08,39.583,42.485,46.028,47.911,50.78,53.142,54.563,54.471,51.65,51.683,52.776,51.852,51.372,51.551,53.451,58.262,60.282,61.304,63.622,63.913
2319,Tonga,TO,TON,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,8.584,8.584,8.584,8.584,11.464,11.464,11.464,11.464,12.552,12.552,12.552,12.552,12.552,12.552,17.7,17.7,17.7,17.7,17.7,17.7,17.7
2320,Tonga,TO,TON,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,0.078,0.078,0.114,0.114,0.114,0.114,0.151,0.151,0.151,0.163,0.163,0.163,1.178,2.873,3.736,4.56,5.336,6.177,7.142,7.3,7.115
2321,Tonga,TO,TON,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,0.057,0.057,0.084,0.084,0.084,0.084,0.111,0.111,0.111,0.12,0.12,0.12,1.131,1.654,1.654,2.66,3.247,6.237,6.257,6.257,6.257
2322,Tonga,TO,TON,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,0.01,0.014,0.018,0.029,0.018,0.119,1.431,2.626
2323,Tonga,TO,TON,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,0.011,0.011,0.22,0.22,0.22,0.22,1.52,1.52
2324,Trinidad and Tobago,TT,TTO,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,20,29,26,12,23,22,26,19,,,,,,,,,,,,,
